n,seed,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
1000,10,1,1492,1000,dyn_theory,0.443911017592725,-0.7497653840351375,-1481,-1491,-0.11179425657944064
1000,11,1,1104,1000,dyn_theory,0.43876880555269304,-0.5305217617716673,-1093,-1103,-0.08270225687935817
1000,1,1,781,1000,dyn_theory,0.4466604502101459,-0.44518341650824556,-770,-780,-0.058483916922846206
1000,12,1,1048,1000,dyn_theory,0.4583143491510316,-0.39352174128781514,-1037,-1047,-0.0785034115618205
1000,13,1,1048,1000,dyn_theory,0.4245540130327787,-0.5574470859575794,-1037,-1047,-0.0785034115618205
1000,14,1,569,1000,dyn_theory,0.46043828098361017,-0.11788389020393669,-558,-568,-0.0425882882207393
1000,15,1,1084,1000,dyn_theory,0.4619910844387091,-0.5284107932415315,-1073,-1083,-0.08120266926595185
1000,16,1,1538,1000,dyn_theory,0.43843547152370677,-1.0682462646877904,-1527,-1537,-0.11524330809027518
1000,17,1,1254,1000,dyn_theory,0.4334261916148573,-0.9349670356468626,-1243,-1253,-0.09394916397990552
1000,18,1,682,1000,dyn_theory,0.4800414347878851,-0.31500503493250637,-671,-681,-0.05106095823648497
1000,19,1,708,1000,dyn_theory,0.43843795093795096,-0.15405008682945848,-697,-707,-0.05301042213391318
1000,20,1,896,1000,dyn_theory,0.44571846282372596,-0.319826264803045,-885,-895,-0.06710654569993252
1000,2,1,1579,1000,dyn_theory,0.42446207605323094,-1.346952255443836,-1568,-1578,-0.11831746269775813
1000,3,1,1503,1000,dyn_theory,0.46786736316148075,-1.0782873338594898,-1492,-1502,-0.11261902976681412
1000,4,1,1141,1000,dyn_theory,0.44721852478292695,-0.8106378214095731,-1130,-1140,-0.08547649396415985
1000,5,1,1275,1000,dyn_theory,0.4549170729975684,-0.44532126183602866,-1264,-1274,-0.09552373097398213
1000,6,1,808,1000,dyn_theory,0.48387118115378985,-0.3835834599864919,-797,-807,-0.06050836020094474
1000,7,1,1652,1000,dyn_theory,0.443991492477998,-0.6912576826483833,-1641,-1651,-0.12379095748669118
1000,8,1,913,1000,dyn_theory,0.44137392740333914,-0.38714919018298316,-902,-912,-0.06838119517132789
1000,9,1,1023,1000,dyn_theory,0.4619611528822055,-0.5365359486682637,-1012,-1022,-0.07662892704506262
1500,10,1,1586,1500,dyn_theory,0.6605429348773002,-1.120518519996748,-1570,-1585,-0.07950441412520066
1500,11,1,1442,1500,dyn_theory,0.6681339840244598,-0.9239906205097292,-1426,-1441,-0.07228130016051365
1500,1,1,2003,1500,dyn_theory,0.6531900431103721,-1.411477229948263,-1987,-2002,-0.10042134831460675
1500,12,1,2214,1500,dyn_theory,0.6903537313861322,-1.4874798284498854,-2198,-2213,-0.11100521669341895
1500,13,1,1871,1500,dyn_theory,0.6690340857636254,-1.1342941797420654,-1855,-1870,-0.09380016051364365
1500,14,1,2081,1500,dyn_theory,0.6479008877842549,-1.2155687305354357,-2065,-2080,-0.1043338683788122
1500,15,1,1465,1500,dyn_theory,0.6542407778695549,-0.2980333891255753,-1449,-1464,-0.0734349919743178
1500,16,1,1867,1500,dyn_theory,0.6781335003781637,-1.1491146087409898,-1851,-1866,-0.09359951845906905
1500,17,1,2490,1500,dyn_theory,0.6617024786832297,-1.0502753999492669,-2474,-2489,-0.124849518459069
1500,18,1,2475,1500,dyn_theory,0.6830880176665275,-1.2585698594547075,-2459,-2474,-0.12409711075441417
1500,19,1,2070,1500,dyn_theory,0.698061926387766,-1.1910529546879922,-2054,-2069,-0.10378210272873196
1500,20,1,1991,1500,dyn_theory,0.6185041013664,-0.9197269090475784,-1975,-1990,-0.09981942215088281
1500,2,1,1689,1500,dyn_theory,0.6798111223193044,-0.6711047868641982,-1673,-1688,-0.08467094703049757
1500,3,1,2018,1500,dyn_theory,0.6503068163643168,-0.8544515592800197,-2002,-2017,-0.10117375601926164
1500,4,1,1031,1500,dyn_theory,0.6410993263795627,-0.1362791734410921,-1015,-1030,-0.0516653290529695
1500,5,1,2107,1500,dyn_theory,0.6696887481870695,-0.9368689609328499,-2091,-2106,-0.10563804173354732
1500,6,1,2047,1500,dyn_theory,0.668486412795499,-0.7315456535809362,-2031,-2046,-0.10262841091492773
1500,7,1,2387,1500,dyn_theory,0.6828471221424512,-1.7430973182768303,-2371,-2386,-0.11968298555377206
1500,8,1,1466,1500,dyn_theory,0.6678610847310251,-0.6283442663504961,-1450,-1465,-0.07348515248796146
1500,9,1,1817,1500,dyn_theory,0.6823678010094589,-0.7669425001303881,-1801,-1816,-0.09109149277688605
2000,10,1,2067,2000,dyn_theory,0.8562012138026743,-0.9666774955051368,-2046,-2066,-0.07571648464413985
2000,11,1,2215,2000,dyn_theory,0.9181541226712882,-0.9753938350409089,-2194,-2214,-0.0811405116176794
2000,1,1,2531,2000,dyn_theory,0.8555252058115835,-1.8136012624050288,-2510,-2530,-0.09272154218280433
2000,12,1,2120,2000,dyn_theory,0.8828640928401998,-0.9876772965059826,-2099,-2119,-0.07765887268196142
2000,13,1,2226,2000,dyn_theory,0.8868629457791656,-1.3920346979969571,-2205,-2225,-0.08154364875760464
2000,14,1,2572,2000,dyn_theory,0.8722243058665272,-1.4166017033127063,-2551,-2571,-0.09422414424979841
2000,15,1,3002,2000,dyn_theory,0.8472048108146524,-1.2277267948026627,-2981,-3001,-0.10998314153778496
2000,16,1,1922,2000,dyn_theory,0.894772055774652,-0.9962732565591066,-1901,-1921,-0.0704024041633072
2000,17,1,2936,2000,dyn_theory,0.8657649805621548,-1.228478578776743,-2915,-2935,-0.10756431869823353
2000,18,1,2536,2000,dyn_theory,0.8833273618599691,-1.0377827237527366,-2515,-2535,-0.09290478633731583
2000,19,1,2367,2000,dyn_theory,0.8837937939232385,-0.8530864441825806,-2346,-2366,-0.08671113391482813
2000,20,1,2887,2000,dyn_theory,0.8826308734933251,-1.7224661746433163,-2866,-2886,-0.10576852598402113
2000,2,1,3171,2000,dyn_theory,0.8977435431787891,-1.8062160452742797,-3150,-3170,-0.11617679396027268
2000,3,1,1962,2000,dyn_theory,0.9193647405998229,-0.6320327741491288,-1941,-1961,-0.07186835739939895
2000,4,1,2512,2000,dyn_theory,0.8897551032079188,-1.3422679690409778,-2491,-2511,-0.0920252143956608
2000,5,1,1642,2000,dyn_theory,0.8758114025300758,-0.6759666734443907,-1621,-1641,-0.06014073151066482
2000,6,1,2751,2000,dyn_theory,0.9016044327189836,-1.770291429455781,-2730,-2750,-0.10078428498130906
2000,7,1,1892,2000,dyn_theory,0.8741009343913263,-1.0507419609624038,-1871,-1891,-0.06930293923623836
2000,8,1,1744,2000,dyn_theory,0.8639893904290189,-0.31304352876010133,-1723,-1743,-0.06387891226269883
2000,9,1,2827,2000,dyn_theory,0.867585034373367,-1.7207678681237644,-2806,-2826,-0.10356959612988342
500,10,1,715,500,dyn_theory,0.2258063659067963,-0.6681298005985987,-709,-714,-0.11054342777519739
500,11,1,574,500,dyn_theory,0.23615705931495407,-0.25544129571589524,-568,-573,-0.08871342313051556
500,1,1,628,500,dyn_theory,0.2433668730650155,-0.6706964634093119,-622,-627,-0.09707385044124478
500,12,1,902,500,dyn_theory,0.24455585264408797,-0.8326863762499449,-896,-901,-0.1394952779067967
500,13,1,790,500,dyn_theory,0.23079322638146166,-0.5423591016382885,-784,-789,-0.1221551323734324
500,14,1,953,500,dyn_theory,0.22835266585266584,-0.46639627511901705,-947,-952,-0.14739123703359652
500,15,1,527,500,dyn_theory,0.22928913192071088,-0.44039057144303473,-521,-526,-0.0814367549156216
500,16,1,818,500,dyn_theory,0.23385960444783976,-0.6347841451573911,-812,-817,-0.12649016875677346
500,17,1,396,500,dyn_theory,0.23186446508427933,-0.24878840468993924,-390,-395,-0.06115497755070445
500,18,1,932,500,dyn_theory,0.23728070175438595,-0.7439631941237601,-926,-931,-0.1441399597460907
500,19,1,399,500,dyn_theory,0.23895636527215475,-0.19648158355054912,-393,-398,-0.061619445734633856
500,20,1,527,500,dyn_theory,0.2305555555555555,-0.26438158724149435,-521,-526,-0.08143675491562162
500,2,1,331,500,dyn_theory,0.23709613400015875,-0.12194428378638904,-325,-330,-0.0510915002322341
500,3,1,327,500,dyn_theory,0.23665935672514618,-0.07603540100250626,-321,-326,-0.05047220932032823
500,4,1,1282,500,dyn_theory,0.23214285714285715,-0.6171058529161526,-1276,-1281,-0.19832791453785412
500,5,1,718,500,dyn_theory,0.2633046558704454,-0.4887817510746134,-712,-717,-0.1110078959591268
500,6,1,795,500,dyn_theory,0.23290935672514618,-0.6340523369390711,-789,-794,-0.12292924601331474
500,7,1,824,500,dyn_theory,0.25331392745185854,-0.6153158181644162,-818,-823,-0.12741910512463228
500,8,1,558,500,dyn_theory,0.23451860951860953,-0.29348747256641994,-552,-557,-0.08623625948289208
500,9,1,445,500,dyn_theory,0.2366371494834493,-0.3778543004828398,-439,-444,-0.06874129122155133
